Word,Count,Count_per_million,Log_freq,
confi‡is,2,0.048076923,0.477121255,
confiamos,182,4.375,2.26245109,
conf’an,178,4.278846154,2.252853031,
confiando,76,1.826923077,1.886490725,
confianza,2143,51.51442308,3.331224781,
confianzas,2,0.048076923,0.477121255,
confiar,2911,69.97596154,3.464191371,
confiara,62,1.490384615,1.799340549,
confiar‡,25,0.600961538,1.414973348,
confi‡ramos,8,0.192307692,0.954242509,
confiaran,5,0.120192308,0.77815125,
confiar‡n,10,0.240384615,1.041392685,
confiaras,20,0.480769231,1.322219295,
confiar‡s,13,0.3125,1.146128036,
confiarŽ,47,1.129807692,1.681241237,
confiar’a,80,1.923076923,1.908485019,
confiar’amos,3,0.072115385,0.602059991,
confiar’an,7,0.168269231,0.903089987,
confiar’as,16,0.384615385,1.230448921,
confiarle,30,0.721153846,1.491361694,
confiarles,4,0.096153846,0.698970004,
confiarme,14,0.336538462,1.176091259,
confiarnos,6,0.144230769,0.84509804,
confiaron,37,0.889423077,1.579783597,
confiarse,12,0.288461538,1.113943352,
confi‡rsela,2,0.048076923,0.477121255,
confi‡rselo,3,0.072115385,0.602059991,
confiarte,22,0.528846154,1.361727836,
conf’as,624,15,2.795880017,
confiase,2,0.048076923,0.477121255,
confi‡semos,2,0.048076923,0.477121255,
confiaste,73,1.754807692,1.86923172,
confidencia,32,0.769230769,1.51851394,
confidencial,502,12.06730769,2.701567985,
confidenciales,91,2.1875,1.963787827,
confidencialidad,155,3.725961538,2.193124598,
confidencialmente,27,0.649038462,1.447158031,
confidencias,26,0.625,1.431363764,
confidente,63,1.514423077,1.806179974,
confidentes,11,0.264423077,1.079181246,
confiŽ,269,6.466346154,2.431363764,
conf’e,7,0.168269231,0.903089987,
conf’e,326,7.836538462,2.514547753,
confiŽis,2,0.048076923,0.477121255,
confiemos,30,0.721153846,1.491361694,
conf’en,139,3.341346154,2.146128036,
confiere,20,0.480769231,1.322219295,
confieren,2,0.048076923,0.477121255,
conf’es,250,6.009615385,2.399673721,
confiesa,128,3.076923077,2.11058971,
confiŽsale,2,0.048076923,0.477121255,
confiŽsalo,14,0.336538462,1.176091259,
confiesas,27,0.649038462,1.447158031,
confiŽsate,8,0.192307692,0.954242509,
confiese,64,1.538461538,1.812913357,
confiesen,7,0.168269231,0.903089987,
confieses,27,0.649038462,1.447158031,
confieso,136,3.269230769,2.136720567,
configura,3,0.072115385,0.602059991,
configuraci—n,65,1.5625,1.819543936,
configuraciones,8,0.192307692,0.954242509,
configuradas,2,0.048076923,0.477121255,
configurado,10,0.240384615,1.041392685,
configurados,3,0.072115385,0.602059991,
configurando,3,0.072115385,0.602059991,
configurar,15,0.360576923,1.204119983,
configure,4,0.096153846,0.698970004,
configurŽ,2,0.048076923,0.477121255,
configuren,2,0.048076923,0.477121255,
configur—,3,0.072115385,0.602059991,
confin‡bamos,3,0.072115385,0.602059991,
confinada,14,0.336538462,1.176091259,
confinadas,7,0.168269231,0.903089987,
confinado,44,1.057692308,1.653212514,
confinados,11,0.264423077,1.079181246,
confinamiento,88,2.115384615,1.949390007,
confinan,3,0.072115385,0.602059991,
confinando,2,0.048076923,0.477121255,
confinarlo,3,0.072115385,0.602059991,
confinarlos,2,0.048076923,0.477121255,
confinaron,6,0.144230769,0.84509804,
confines,57,1.370192308,1.763427994,
confi—,158,3.798076923,2.201397124,
conf’o,1381,33.19711538,3.140508043,
confirma,327,7.860576923,2.515873844,
confirmaban,2,0.048076923,0.477121255,
confirmaci—n,351,8.4375,2.546542663,
confirmaciones,10,0.240384615,1.041392685,
confirmada,117,2.8125,2.071882007,
confirmadas,28,0.673076923,1.462397998,
confirmado,415,9.975961538,2.619093331,
confirmados,50,1.201923077,1.707570176,
conf’rmame,6,0.144230769,0.84509804,
confirmamos,38,0.913461538,1.591064607,
confirman,124,2.980769231,2.096910013,
confirmando,55,1.322115385,1.748188027,
confirmar,574,13.79807692,2.759667845,
confirmara,10,0.240384615,1.041392685,
confirmar‡,36,0.865384615,1.568201724,
confirmar‡n,19,0.456730769,1.301029996,
confirmar‡s,3,0.072115385,0.602059991,
confirmarŽ,24,0.576923077,1.397940009,
confirmaremos,8,0.192307692,0.954242509,
confirmar’a,17,0.408653846,1.255272505,
confirmar’an,3,0.072115385,0.602059991,
confirmarla,5,0.120192308,0.77815125,
confirmarle,4,0.096153846,0.698970004,
confirmarles,3,0.072115385,0.602059991,
confirmarlo,103,2.475961538,2.017033339,
confirmarlos,2,0.048076923,0.477121255,
confirmarme,7,0.168269231,0.903089987,
confirmaron,82,1.971153846,1.919078092,
confirmarse,7,0.168269231,0.903089987,
confirmarte,2,0.048076923,0.477121255,
confirm‡rtelo,2,0.048076923,0.477121255,
confirmas,11,0.264423077,1.079181246,
confirmaste,7,0.168269231,0.903089987,
confirme,112,2.692307692,2.053078443,
confirmŽ,33,0.793269231,1.531478917,
conf’rmelo,6,0.144230769,0.84509804,
conf’rmeme,2,0.048076923,0.477121255,
confirmemos,11,0.264423077,1.079181246,
confirmen,47,1.129807692,1.681241237,
confirmes,12,0.288461538,1.113943352,
confirmo,43,1.033653846,1.643452676,
confirm—,223,5.360576923,2.350248018,
confisca,10,0.240384615,1.041392685,
confiscaci—n,19,0.456730769,1.301029996,
confiscaciones,3,0.072115385,0.602059991,
confiscada,19,0.456730769,1.301029996,
confiscadas,22,0.528846154,1.361727836,
confiscado,47,1.129807692,1.681241237,
confiscados,30,0.721153846,1.491361694,
confiscamos,16,0.384615385,1.230448921,
confiscan,5,0.120192308,0.77815125,
confiscando,6,0.144230769,0.84509804,
confiscar,55,1.322115385,1.748188027,
confiscarŽ,5,0.120192308,0.77815125,
confiscar’a,2,0.048076923,0.477121255,
confiscarle,3,0.072115385,0.602059991,
confiscarlo,7,0.168269231,0.903089987,
confiscaron,31,0.745192308,1.505149978,
confiscas,2,0.048076923,0.477121255,
confisc—,32,0.769230769,1.51851394,
confisquŽ,9,0.216346154,1,
confisquen,7,0.168269231,0.903089987,
confitado,3,0.072115385,0.602059991,
confiter’a,11,0.264423077,1.079181246,
confites,26,0.625,1.431363764,
confitura,10,0.240384615,1.041392685,
conflagraci—n,3,0.072115385,0.602059991,
conflictivas,8,0.192307692,0.954242509,
conflictivo,19,0.456730769,1.301029996,
conflictivos,19,0.456730769,1.301029996,
conflicto,462,11.10576923,2.665580991,
conflictos,174,4.182692308,2.243038049,
confluencia,13,0.3125,1.146128036,
confluyen,8,0.192307692,0.954242509,
conforma,24,0.576923077,1.397940009,
conformaba,4,0.096153846,0.698970004,
conformaban,4,0.096153846,0.698970004,
conformada,3,0.072115385,0.602059991,
conformado,20,0.480769231,1.322219295,
conformados,3,0.072115385,0.602059991,
conformamos,9,0.216346154,1,
conforman,22,0.528846154,1.361727836,
conformando,2,0.048076923,0.477121255,
conformar,21,0.504807692,1.342422681,
conformara,2,0.048076923,0.477121255,
conformar‡,2,0.048076923,0.477121255,
conformar‡n,4,0.096153846,0.698970004,
conformaras,3,0.072115385,0.602059991,
conformar‡s,4,0.096153846,0.698970004,
conformarŽ,21,0.504807692,1.342422681,
conformaremos,4,0.096153846,0.698970004,
conformar’a,21,0.504807692,1.342422681,
conformar’amos,2,0.048076923,0.477121255,
conformar’as,6,0.144230769,0.84509804,
conformarme,31,0.745192308,1.505149978,
conformarnos,16,0.384615385,1.230448921,
conformaron,3,0.072115385,0.602059991,
conformarse,35,0.841346154,1.556302501,
conformarte,29,0.697115385,1.477121255,
conformas,19,0.456730769,1.301029996,
conformaste,6,0.144230769,0.84509804,
conf—rmate,7,0.168269231,0.903089987,
conforme,165,3.966346154,2.220108088,
conformemos,2,0.048076923,0.477121255,
conformen,3,0.072115385,0.602059991,
conformes,17,0.408653846,1.255272505,
conformidad,34,0.817307692,1.544068044,
conformista,7,0.168269231,0.903089987,
conformistas,3,0.072115385,0.602059991,
conformo,56,1.346153846,1.755874856,
conform—,9,0.216346154,1,
confort,38,0.913461538,1.591064607,
conforta,14,0.336538462,1.176091259,
confortable,72,1.730769231,1.86332286,
confortablemente,11,0.264423077,1.079181246,
confortables,15,0.360576923,1.204119983,
confortado,5,0.120192308,0.77815125,
confortan,8,0.192307692,0.954242509,
confortante,9,0.216346154,1,
confortar,6,0.144230769,0.84509804,
confortar‡,8,0.192307692,0.954242509,
confortar‡s,2,0.048076923,0.477121255,
confortarla,4,0.096153846,0.698970004,
confraternizado,2,0.048076923,0.477121255,
confraternizando,4,0.096153846,0.698970004,
confraternizar,8,0.192307692,0.954242509,
confrontaci—n,74,1.778846154,1.875061263,
confrontaciones,6,0.144230769,0.84509804,
confrontada,5,0.120192308,0.77815125,
confrontado,4,0.096153846,0.698970004,
confr—ntalo,6,0.144230769,0.84509804,
confrontamientos,3,0.072115385,0.602059991,
confrontamos,4,0.096153846,0.698970004,
confrontan,2,0.048076923,0.477121255,
confrontando,5,0.120192308,0.77815125,
confrontar,42,1.009615385,1.633468456,
confrontaremos,2,0.048076923,0.477121255,
confrontarla,13,0.3125,1.146128036,
confrontarlo,20,0.480769231,1.322219295,
confrontarlos,6,0.144230769,0.84509804,
confrontarme,2,0.048076923,0.477121255,
confrontaron,4,0.096153846,0.698970004,
confrontarte,2,0.048076923,0.477121255,
confrontas,7,0.168269231,0.903089987,
confrontaste,8,0.192307692,0.954242509,
confronte,5,0.120192308,0.77815125,
confrontŽ,18,0.432692308,1.278753601,
confront—,14,0.336538462,1.176091259,
confunda,44,1.057692308,1.653212514,
confundamos,3,0.072115385,0.602059991,
confundan,24,0.576923077,1.397940009,
confundas,77,1.850961538,1.892094603,
confunde,223,5.360576923,2.350248018,
confunden,71,1.706730769,1.857332496,
confundes,79,1.899038462,1.903089987,
confund’,103,2.475961538,2.017033339,
confund’a,10,0.240384615,1.041392685,
confundida,477,11.46634615,2.679427897,
confundidas,11,0.264423077,1.079181246,
confundido,847,20.36057692,2.928395852,
confundidos,87,2.091346154,1.944482672,
confundiendo,104,2.5,2.021189299,
confundiŽndolos,2,0.048076923,0.477121255,
confundiŽndome,5,0.120192308,0.77815125,
confundiŽndote,3,0.072115385,0.602059991,
confundiera,5,0.120192308,0.77815125,
confundieran,4,0.096153846,0.698970004,
confundieron,31,0.745192308,1.505149978,
confundimos,17,0.408653846,1.255272505,
confundi—,127,3.052884615,2.10720997,
confundir,108,2.596153846,2.037426498,
confundir‡,11,0.264423077,1.079181246,
confundir’a,9,0.216346154,1,
confundir’as,2,0.048076923,0.477121255,
confundirla,5,0.120192308,0.77815125,
confundirlas,2,0.048076923,0.477121255,
confundirlo,16,0.384615385,1.230448921,
confundirlos,10,0.240384615,1.041392685,
confundirme,36,0.865384615,1.568201724,
confundirnos,16,0.384615385,1.230448921,
confundirse,28,0.673076923,1.462397998,
confundirte,30,0.721153846,1.491361694,
confund’s,3,0.072115385,0.602059991,
confundiste,34,0.817307692,1.544068044,
confundo,49,1.177884615,1.698970004,
confusa,117,2.8125,2.071882007,
confusas,47,1.129807692,1.681241237,
confusi—n,502,12.06730769,2.701567985,
confusiones,20,0.480769231,1.322219295,
confuso,366,8.798076923,2.564666064,
confusos,49,1.177884615,1.698970004,
conga,15,0.360576923,1.204119983,
congela,82,1.971153846,1.919078092,
congelaba,8,0.192307692,0.954242509,
congelaci—n,51,1.225961538,1.716003344,
congelaciones,2,0.048076923,0.477121255,
congelada,188,4.519230769,2.276461804,
congeladas,78,1.875,1.897627091,
congelado,284,6.826923077,2.45484486,
congelador,264,6.346153846,2.423245874,
congeladora,2,0.048076923,0.477121255,
congeladores,8,0.192307692,0.954242509,
congelados,142,3.413461538,2.155336037,
congŽlala,7,0.168269231,0.903089987,
congŽlalo,10,0.240384615,1.041392685,
congelamiento,27,0.649038462,1.447158031,
congelamos,13,0.3125,1.146128036,
congelan,24,0.576923077,1.397940009,
congelando,117,2.8125,2.071882007,
congel‡ndome,15,0.360576923,1.204119983,
congel‡ndonos,4,0.096153846,0.698970004,
congel‡ndose,8,0.192307692,0.954242509,
congel‡ndote,6,0.144230769,0.84509804,
congelar,87,2.091346154,1.944482672,
congelara,17,0.408653846,1.255272505,
congelar‡,12,0.288461538,1.113943352,
congelar‡n,8,0.192307692,0.954242509,
congelar‡s,10,0.240384615,1.041392685,
congelarŽ,6,0.144230769,0.84509804,
congelaremos,4,0.096153846,0.698970004,
congelarla,5,0.120192308,0.77815125,
congelarlo,16,0.384615385,1.230448921,
congelarme,15,0.360576923,1.204119983,
congelarnos,11,0.264423077,1.079181246,
congelaron,39,0.9375,1.602059991,
congelarse,26,0.625,1.431363764,
congelas,15,0.360576923,1.204119983,
congelaste,6,0.144230769,0.84509804,
congŽlate,5,0.120192308,0.77815125,
congele,39,0.9375,1.602059991,
congelŽ,20,0.480769231,1.322219295,
congelen,15,0.360576923,1.204119983,
congŽlenlo,2,0.048076923,0.477121255,
congeles,13,0.3125,1.146128036,
congelo,26,0.625,1.431363764,
congel—,81,1.947115385,1.913813852,
congŽneres,4,0.096153846,0.698970004,
congeni‡bamos,2,0.048076923,0.477121255,
congeniaban,2,0.048076923,0.477121255,
congeniado,3,0.072115385,0.602059991,
congeniales,2,0.048076923,0.477121255,
congeniamos,34,0.817307692,1.544068044,
congenian,14,0.336538462,1.176091259,
congeniando,8,0.192307692,0.954242509,
congeniar,22,0.528846154,1.361727836,
congeniaran,3,0.072115385,0.602059991,
congeniaron,7,0.168269231,0.903089987,
congeniaste,2,0.048076923,0.477121255,
congenien,2,0.048076923,0.477121255,
congenio,4,0.096153846,0.698970004,
congŽnita,16,0.384615385,1.230448921,
congŽnitas,3,0.072115385,0.602059991,
congŽnito,20,0.480769231,1.322219295,
congŽnitos,11,0.264423077,1.079181246,
congesti—n,29,0.697115385,1.477121255,
congestionada,14,0.336538462,1.176091259,
congestionado,18,0.432692308,1.278753601,
congestionan,2,0.048076923,0.477121255,
congestionaron,2,0.048076923,0.477121255,
congestiva,11,0.264423077,1.079181246,
conglomerado,35,0.841346154,1.556302501,
conglomerados,12,0.288461538,1.113943352,
congo,59,1.418269231,1.77815125,
congoja,7,0.168269231,0.903089987,
congojas,8,0.192307692,0.954242509,
congraciarŽ,2,0.048076923,0.477121255,
congraciarme,3,0.072115385,0.602059991,
congraciarse,7,0.168269231,0.903089987,
congraciarte,7,0.168269231,0.903089987,
congraciaste,2,0.048076923,0.477121255,
congratulaciones,3,0.072115385,0.602059991,
congratulando,2,0.048076923,0.477121255,
congrega,3,0.072115385,0.602059991,
congregaci—n,136,3.269230769,2.136720567,
congregaciones,3,0.072115385,0.602059991,
congregado,3,0.072115385,0.602059991,
congregan,5,0.120192308,0.77815125,
congreg‡ndose,2,0.048076923,0.477121255,
congregar‡,2,0.048076923,0.477121255,
congregaran,3,0.072115385,0.602059991,
congregaron,4,0.096153846,0.698970004,
congregarse,3,0.072115385,0.602059991,
congregue,3,0.072115385,0.602059991,
congrŽguense,2,0.048076923,0.477121255,
congresista,283,6.802884615,2.45331834,
congresistas,33,0.793269231,1.531478917,
congreso,650,15.625,2.813580989,
congresos,9,0.216346154,1,
c—nica,3,0.072115385,0.602059991,
con’feras,14,0.336538462,1.176091259,
conjetura,59,1.418269231,1.77815125,
conjeturando,2,0.048076923,0.477121255,
conjeturar,2,0.048076923,0.477121255,
conjeturas,70,1.682692308,1.851258349,
conjeturo,4,0.096153846,0.698970004,
conjugaci—n,7,0.168269231,0.903089987,
conjugando,2,0.048076923,0.477121255,
conjugar,4,0.096153846,0.698970004,
conjunci—n,27,0.649038462,1.447158031,
conjunta,57,1.370192308,1.763427994,
conjuntamente,18,0.432692308,1.278753601,
conjuntar,2,0.048076923,0.477121255,
conjuntas,10,0.240384615,1.041392685,
conjuntitos,2,0.048076923,0.477121255,
conjuntivitis,25,0.600961538,1.414973348,
conjuntivo,2,0.048076923,0.477121255,
conjunto,440,10.57692308,2.644438589,
conjuntos,28,0.673076923,1.462397998,
conjura,3,0.072115385,0.602059991,
conjurador,3,0.072115385,0.602059991,
conjurar,10,0.240384615,1.041392685,
conjuro,50,1.201923077,1.707570176,
conlleva,79,1.899038462,1.903089987,
conllevan,4,0.096153846,0.698970004,
conllevar,2,0.048076923,0.477121255,
conlleve,4,0.096153846,0.698970004,
conllev—,3,0.072115385,0.602059991,
conmemoraci—n,25,0.600961538,1.414973348,
conmemoran,6,0.144230769,0.84509804,
conmemorando,4,0.096153846,0.698970004,
conmemorar,42,1.009615385,1.633468456,
conmemorarlo,2,0.048076923,0.477121255,
conmemorativa,17,0.408653846,1.255272505,
conmemorativo,40,0.961538462,1.612783857,
conmigo,22328,536.7307692,4.348869274,
conmoci—n,242,5.817307692,2.385606274,
conmociona,8,0.192307692,0.954242509,
conmocionada,45,1.081730769,1.662757832,
conmocionadas,3,0.072115385,0.602059991,
conmocionado,51,1.225961538,1.716003344,
conmocionados,24,0.576923077,1.397940009,
conmocionan,2,0.048076923,0.477121255,
conmocionante,2,0.048076923,0.477121255,
conmocionantes,2,0.048076923,0.477121255,
conmocionar‡,2,0.048076923,0.477121255,
conmocionas,2,0.048076923,0.477121255,
conmocion—,16,0.384615385,1.230448921,
conmovedor,200,4.807692308,2.303196057,
conmovedora,89,2.139423077,1.954242509,
conmovedoras,14,0.336538462,1.176091259,
conmovedores,12,0.288461538,1.113943352,
conmover,11,0.264423077,1.079181246,
conmover‡,4,0.096153846,0.698970004,
conmover’a,7,0.168269231,0.903089987,
conmoverme,2,0.048076923,0.477121255,
conmov’,2,0.048076923,0.477121255,
conmov’a,5,0.120192308,0.77815125,
conmovida,47,1.129807692,1.681241237,
conmovido,75,1.802884615,1.880813592,
conmovidos,4,0.096153846,0.698970004,
conmovieron,7,0.168269231,0.903089987,
conmovi—,68,1.634615385,1.838849091,
conmoviste,7,0.168269231,0.903089987,
conmueva,11,0.264423077,1.079181246,
conmuevan,3,0.072115385,0.602059991,
conmueve,83,1.995192308,1.924279286,
conmueven,13,0.3125,1.146128036,
conmueves,15,0.360576923,1.204119983,
conmutador,24,0.576923077,1.397940009,
connotaci—n,22,0.528846154,1.361727836,
connotaciones,16,0.384615385,1.230448921,
cono,65,1.5625,1.819543936,
conoce,4311,103.6298077,3.634678752,
conocedor,30,0.721153846,1.491361694,
conocedora,4,0.096153846,0.698970004,
conocedores,8,0.192307692,0.954242509,
conocŽis,49,1.177884615,1.698970004,
con—ceme,5,0.120192308,0.77815125,
conocemos,1797,43.19711538,3.254789687,
conocen,1764,42.40384615,3.24674471,
con—cenos,2,0.048076923,0.477121255,
conocer,3477,83.58173077,3.541329578,
conocer‡,110,2.644230769,2.045322979,
conocer‡n,81,1.947115385,1.913813852,
conocer‡s,170,4.086538462,2.23299611,
conocerŽ,119,2.860576923,2.079181246,
conocerŽis,5,0.120192308,0.77815125,
conoceremos,84,2.019230769,1.929418926,
conocer’a,79,1.899038462,1.903089987,
conocer’amos,15,0.360576923,1.204119983,
conocer’an,11,0.264423077,1.079181246,
conocer’as,22,0.528846154,1.361727836,
conocerla,774,18.60576923,2.889301703,
conocerlas,72,1.730769231,1.86332286,
conocerle,99,2.379807692,2,
conocerles,23,0.552884615,1.380211242,
conocerlo,1191,28.62980769,3.076276255,
conocerlos,434,10.43269231,2.638489257,
conocerme,235,5.649038462,2.372912003,
conocernos,332,7.980769231,2.522444234,
conoceros,28,0.673076923,1.462397998,
conocerse,92,2.211538462,1.968482949,
conocerte,2461,59.15865385,3.391288049,
conoces,6776,162.8846154,3.831037486,
con—cete,13,0.3125,1.146128036,
conoc’,3072,73.84615385,3.48756256,
conoc’a,1860,44.71153846,3.269746373,
conoc’amos,196,4.711538462,2.294466226,
conoc’an,260,6.25,2.416640507,
conoc’as,459,11.03365385,2.662757832,
conocida,633,15.21634615,2.802089258,
conocidas,133,3.197115385,2.127104798,
conocido,2912,70,3.464340485,
conocidos,374,8.990384615,2.574031268,
conociendo,214,5.144230769,2.33243846,
conociŽndola,11,0.264423077,1.079181246,
conociŽndole,6,0.144230769,0.84509804,
conociŽndolo,18,0.432692308,1.278753601,
conociŽndolos,7,0.168269231,0.903089987,
conociŽndome,3,0.072115385,0.602059991,
conociŽndonos,21,0.504807692,1.342422681,
conociŽndose,8,0.192307692,0.954242509,
conociŽndote,29,0.697115385,1.477121255,
conociera,386,9.278846154,2.587710965,
conociŽramos,66,1.586538462,1.826074803,
conocieran,76,1.826923077,1.886490725,
conocieras,152,3.653846154,2.184691431,
conocieron,444,10.67307692,2.648360011,
conociese,10,0.240384615,1.041392685,
conociŽsemos,2,0.048076923,0.477121255,
conociesen,4,0.096153846,0.698970004,
conocieses,4,0.096153846,0.698970004,
conocimiento,1197,28.77403846,3.078456818,
conocimientos,384,9.230769231,2.58546073,
conocimos,1176,28.26923077,3.070776463,
conoci—,864,20.76923077,2.937016107,
conociste,965,23.19711538,2.984977126,
conocisteis,9,0.216346154,1,
conos,46,1.105769231,1.672097858,
conozca,605,14.54326923,2.782472624,
con—zcala,4,0.096153846,0.698970004,
conozc‡monos,6,0.144230769,0.84509804,
conozcamos,125,3.004807692,2.100370545,
conozcan,305,7.331730769,2.485721426,
con—zcanla,2,0.048076923,0.477121255,
con—zcanse,5,0.120192308,0.77815125,
conozcas,616,14.80769231,2.790285164,
conozco,9638,231.6826923,3.98403198,
conque,291,6.995192308,2.465382851,
conquista,160,3.846153846,2.206825876,
conquistaban,2,0.048076923,0.477121255,
conquistada,16,0.384615385,1.230448921,
conquistado,61,1.466346154,1.792391689,
conquistador,66,1.586538462,1.826074803,
conquistadora,3,0.072115385,0.602059991,
conquistadores,18,0.432692308,1.278753601,
conquistados,17,0.408653846,1.255272505,
conqu’stalos,3,0.072115385,0.602059991,
conquistando,23,0.552884615,1.380211242,
conquistar,276,6.634615385,2.442479769,
conquistara,4,0.096153846,0.698970004,
conquistar‡,10,0.240384615,1.041392685,
conquistar‡s,8,0.192307692,0.954242509,
conquistarŽ,7,0.168269231,0.903089987,
conquistaremos,11,0.264423077,1.079181246,
conquistar’a,2,0.048076923,0.477121255,
conquistar’as,2,0.048076923,0.477121255,
conquistarla,26,0.625,1.431363764,
conquistarlas,3,0.072115385,0.602059991,
conquistarlo,13,0.3125,1.146128036,
conquistarlos,4,0.096153846,0.698970004,
conquistarme,23,0.552884615,1.380211242,
conquistarnos,3,0.072115385,0.602059991,
conquistaron,11,0.264423077,1.079181246,
conquistarte,14,0.336538462,1.176091259,
conquistas,81,1.947115385,1.913813852,
conquistaste,12,0.288461538,1.113943352,
conquiste,9,0.216346154,1,
conquistŽ,21,0.504807692,1.342422681,
conquistes,5,0.120192308,0.77815125,
conquisto,5,0.120192308,0.77815125,
conquist—,44,1.057692308,1.653212514,
consagraci—n,8,0.192307692,0.954242509,
consagrada,12,0.288461538,1.113943352,
consagrado,28,0.673076923,1.462397998,
consagrados,3,0.072115385,0.602059991,
consagrar,5,0.120192308,0.77815125,
consagrar‡,2,0.048076923,0.477121255,
consangu’neo,4,0.096153846,0.698970004,
consciencia,130,3.125,2.117271296,
consciencias,7,0.168269231,0.903089987,
consciente,871,20.9375,2.940516485,
conscientemente,40,0.961538462,1.612783857,
conscientes,155,3.725961538,2.193124598,
consecuencia,289,6.947115385,2.462397998,
consecuencias,840,20.19230769,2.924795996,
consecuente,13,0.3125,1.146128036,
consecuentemente,14,0.336538462,1.176091259,
consecuentes,4,0.096153846,0.698970004,
consecutiva,19,0.456730769,1.301029996,
consecutivamente,5,0.120192308,0.77815125,
consecutivas,29,0.697115385,1.477121255,
consecutivo,39,0.9375,1.602059991,
consecutivos,54,1.298076923,1.740362689,
consegu’,1707,41.03365385,3.232487866,
consegu’a,108,2.596153846,2.037426498,
consegu’amos,12,0.288461538,1.113943352,
consegu’an,16,0.384615385,1.230448921,
consegu’as,10,0.240384615,1.041392685,
conseguida,8,0.192307692,0.954242509,
conseguidas,3,0.072115385,0.602059991,
conseguido,898,21.58653846,2.953759692,
conseguidos,3,0.072115385,0.602059991,
conseguimos,717,17.23557692,2.856124444,
conseguir,5280,126.9230769,3.722716167,
consegu’r,2,0.048076923,0.477121255,
conseguir‡,217,5.216346154,2.338456494,
conseguir‡n,71,1.706730769,1.857332496,
conseguir‡s,271,6.514423077,2.434568904,
conseguirŽ,713,17.13942308,2.853698212,
conseguirŽis,3,0.072115385,0.602059991,
conseguiremos,357,8.581730769,2.553883027,
conseguir’a,123,2.956730769,2.093421685,
conseguir’amos,29,0.697115385,1.477121255,
conseguir’an,9,0.216346154,1,
conseguir’as,54,1.298076923,1.740362689,
conseguirla,104,2.5,2.021189299,
conseguirlas,40,0.961538462,1.612783857,
conseguirle,188,4.519230769,2.276461804,
conseguirles,41,0.985576923,1.62324929,
conseguirlo,403,9.6875,2.606381365,
conseguirlos,41,0.985576923,1.62324929,
conseguirme,230,5.528846154,2.36361198,
consegu’rmela,2,0.048076923,0.477121255,
consegu’rmelo,7,0.168269231,0.903089987,
conseguirnos,48,1.153846154,1.69019608,
conseguirse,31,0.745192308,1.505149978,
consegu’rselos,2,0.048076923,0.477121255,
conseguirte,366,8.798076923,2.564666064,
consegu’rtela,4,0.096153846,0.698970004,
consegu’rtelo,11,0.264423077,1.079181246,
consegu’s,8,0.192307692,0.954242509,
conseguiste,1500,36.05769231,3.176380692,
consejera,185,4.447115385,2.269512944,
consejer’a,4,0.096153846,0.698970004,
consejero,541,13.00480769,2.733999287,
consejeros,102,2.451923077,2.012837225,
consejito,20,0.480769231,1.322219295,
consejo,3213,77.23557692,3.507045872,
consejos,689,16.5625,2.838849091,
consenso,61,1.466346154,1.792391689,
consensuada,5,0.120192308,0.77815125,
consensuado,3,0.072115385,0.602059991,
consent’,13,0.3125,1.146128036,
consentida,38,0.913461538,1.591064607,
consentidas,2,0.048076923,0.477121255,
consentido,54,1.298076923,1.740362689,
consentidos,5,0.120192308,0.77815125,
consentimiento,278,6.682692308,2.445604203,
consentimientos,4,0.096153846,0.698970004,
consentir,43,1.033653846,1.643452676,
consentir‡,5,0.120192308,0.77815125,
consentirŽ,16,0.384615385,1.230448921,
consentir’a,5,0.120192308,0.77815125,
consentirlo,10,0.240384615,1.041392685,
consentirme,4,0.096153846,0.698970004,
consentirte,3,0.072115385,0.602059991,
consent’s,3,0.072115385,0.602059991,
conserje,314,7.548076923,2.498310554,
conserjer’a,17,0.408653846,1.255272505,
conserjes,22,0.528846154,1.361727836,
conserva,153,3.677884615,2.187520721,
conservaba,6,0.144230769,0.84509804,
conservaban,5,0.120192308,0.77815125,
conservaci—n,94,2.259615385,1.977723605,
conservacionismo,4,0.096153846,0.698970004,
conservada,10,0.240384615,1.041392685,
conservado,56,1.346153846,1.755874856,
conservador,129,3.100961538,2.113943352,
conservadora,63,1.514423077,1.806179974,
conservadoras,11,0.264423077,1.079181246,
conservadores,76,1.826923077,1.886490725,
conservados,8,0.192307692,0.954242509,
conservadurismo,3,0.072115385,0.602059991,
consŽrvala,9,0.216346154,1,
consŽrvalo,26,0.625,1.431363764,
conservamos,24,0.576923077,1.397940009,
conservan,43,1.033653846,1.643452676,
conservando,28,0.673076923,1.462397998,
conservante,4,0.096153846,0.698970004,
conservantes,8,0.192307692,0.954242509,
conservar,440,10.57692308,2.644438589,
conservara,5,0.120192308,0.77815125,
conservar‡,16,0.384615385,1.230448921,
conservar‡n,6,0.144230769,0.84509804,
conservaras,4,0.096153846,0.698970004,
conservar‡s,21,0.504807692,1.342422681,
conservarŽ,26,0.625,1.431363764,
conservaremos,8,0.192307692,0.954242509,
conservar’a,11,0.264423077,1.079181246,
conservarla,27,0.649038462,1.447158031,
conservarlas,10,0.240384615,1.041392685,
conservarlo,54,1.298076923,1.740362689,
conservarlos,9,0.216346154,1,
conservarme,3,0.072115385,0.602059991,
conservaron,11,0.264423077,1.079181246,
conservarte,3,0.072115385,0.602059991,
conservas,77,1.850961538,1.892094603,
conservaste,14,0.336538462,1.176091259,
