,Word,CompCnt,PhonDISC,SylCnt,num_phones,num_sylls_est,log_prob,surprisal
25518,motorisch,2,motOrIS,3,7,3,-5.307036976682848,5.307036976682848
25519,motorisieren,2,motOrizir@n,5,11,5,-5.114052307828806,5.114052307828806
25520,Motorisierung,2,motOrizirUN,5,11,5,-5.599689378928331,5.599689378928331
25521,Motorrad,2,motOrrat,3,8,3,-5.615182964628025,5.615182964628025
25522,Motorroller,2,motOrrOl@r,4,10,4,-6.912073210111892,6.912073210111892
25523,Motorsaege,2,motOrz)g@,4,9,4,-6.453172716128261,6.453172716128261
25524,Motorschiff,2,motOrSIf,3,8,3,-5.0476240223668585,5.0476240223668585
25525,Motorschlitten,2,motOrSlIt@n,4,11,4,-7.320734653831004,7.320734653831004
25526,Motorsegler,2,motOrzegl@r,4,11,4,-6.848897908476087,6.848897908476087
25527,Motte,1,mOt@,2,4,2,-4.484394078476409,4.484394078476409
25528,mottenecht,3,mOt@nExt,3,8,3,-7.121866628387001,7.121866628387001
25529,Mottenkugel,3,mOt@nkug@l,4,10,4,-7.751172010519769,7.751172010519769
25530,Mottenpulver,3,mOt@npUlf@r,4,11,4,-7.2274487045444715,7.2274487045444715
25531,Motto,1,mOto,2,4,2,-4.956047824869406,4.956047824869406
25532,motzen,1,mO=@n,2,5,2,-5.086842813792872,5.086842813792872
25533,moussieren,1,mUsir@n,3,7,3,-5.206282479661442,5.206282479661442
25534,Moewe,1,m|v@,2,4,2,-5.036473982104097,5.036473982104097
25535,mucken,1,mUk@n,2,5,2,-4.626526467054644,4.626526467054644
25536,Muecke,1,mYk@,2,4,2,-5.163636984030055,5.163636984030055
25537,Mucke,2,mUk@,2,4,2,-4.889598551289852,4.889598551289852
25538,Mucker,1,mUk@r,2,5,2,-4.933124626035001,4.933124626035001
25539,muckerisch,2,mUk@rIS,3,7,3,-6.747994642533951,6.747994642533951
25540,Mucks,1,mUks,1,4,1,-4.85811184224023,4.85811184224023
25541,mucksmaeuschenstill,2,mUksmXsx@nStIl,4,14,4,-9.61748833031435,9.61748833031435
25542,muede,1,myd@,2,4,2,-5.04142029890689,5.04142029890689
25543,Muedigkeit,3,mydIxkWt,3,8,3,-5.254328542894632,5.254328542894632
25544,Mudir,1,mudir,2,5,2,-6.044699275642834,6.044699275642834
25545,Muff,1,mUf,1,3,1,-4.732897840644487,4.732897840644487
25546,Muffe,1,mUf@,2,4,2,-4.794395443580431,4.794395443580431
25547,muffeln,1,mUf@ln,2,6,2,-4.881832737114145,4.881832737114145
25548,Muffel,1,mUf@l,2,5,2,-4.874537518519753,4.874537518519753
25549,Muffel,1,mUf@l,2,5,2,-4.874537518519753,4.874537518519753
25550,muffelig,2,mUf@lIx,3,7,3,-5.129489519700909,5.129489519700909
25551,muffig,2,mUfIx,2,5,2,-4.963108308443,4.963108308443
25552,Muffigkeit,2,mUfIxkWt,3,8,3,-5.006341463206937,5.006341463206937
25553,Mufti,1,mUfti,2,5,2,-5.352071398941578,5.352071398941578
25554,muhen,1,mu@n,2,4,2,-5.113513383600764,5.113513383600764
25555,muehen,1,my@n,2,4,2,-4.903317487570675,4.903317487570675
25556,Muehe,1,my@,2,3,2,-4.756725544621796,4.756725544621796
25557,muehelos,2,my@los,3,6,3,-5.028919529857269,5.028919529857269
25558,Muehelosigkeit,3,my@lozIxkWt,5,11,5,-5.072472114795434,5.072472114795434
25559,muehevoll,2,my@fOl,3,6,3,-5.6650278084297065,5.6650278084297065
25560,Muehlbach,2,mylb&x,2,6,2,-5.372306466901762,5.372306466901762
25561,Muehle,1,myl@,2,4,2,-4.543255226202886,4.543255226202886
25562,Muehlespiel,2,myl@Spil,3,8,3,-6.612969214415516,6.612969214415516
25563,Muehlrad,2,mylrat,2,6,2,-5.3134473900708254,5.3134473900708254
25564,Muehlwerk,2,mylvErk,2,7,2,-5.823585361827468,5.823585361827468
25565,Muehsal,2,myzal,2,5,2,-5.107267904518548,5.107267904518548
25566,muehsam,2,myzam,2,5,2,-5.107267904518548,5.107267904518548
25567,muehselig,2,myzelIx,3,7,3,-5.520859727636028,5.520859727636028
25568,mukulaer,1,mukUl)r,3,7,3,-5.754227319026068,5.754227319026068
25569,Mulatte,1,mul&t@,3,6,3,-6.560554698686111,6.560554698686111
25570,Mulattin,2,mul&tIn,3,7,3,-6.688246826205669,6.688246826205669
25571,Mulde,1,mUld@,2,5,2,-5.821870957955502,5.821870957955502
25572,muldenfoermig,4,mUld@nf/rmIx,4,12,4,-7.090982121365142,7.090982121365142
25573,Mull,1,mUl,1,3,1,-4.717262778432805,4.717262778432805
25574,Muell,1,mYl,1,3,1,-4.724447177662599,4.724447177662599
25575,Muellabfuhr,2,mYl&pfur,3,8,3,-5.598848030796726,5.598848030796726
25576,Muellabladeplatz,2,mYl&plad@pl&=,5,13,5,-7.36381621888486,7.36381621888486
25577,Mullbinde,2,mUlbInd@,3,8,3,-6.414009987814569,6.414009987814569
25578,Muelldeponie,2,mYldeponi,4,9,4,-6.847969418732818,6.847969418732818
25579,Muelleimer,2,mYlWm@r,3,7,3,-5.8677709450155975,5.8677709450155975
25580,Mueller,2,mYl@r,2,5,2,-4.601513950765939,4.601513950765939
25581,Muellerei,2,mYl@rW,3,6,3,-5.094754742420213,5.094754742420213
25582,Muellerin,2,mYl@rIn,3,7,3,-5.62015534695757,5.62015534695757
25583,Muellgrube,2,mYlgrub@,3,8,3,-5.4879963949858,5.4879963949858
25584,Mullkleid,2,mUlklWt,2,7,2,-5.607616575276425,5.607616575276425
25585,Muelltonne,2,mYltOn@,3,7,3,-5.587278144685276,5.587278144685276
25586,Muellverbrennung,3,mYlfErbrEnUN,4,12,4,-8.753737918705905,8.753737918705905
25587,Muellwagen,2,mYlvag@n,3,8,3,-5.422979848114323,5.422979848114323
25588,mulmen,1,mUlm@n,2,6,2,-5.404631722971192,5.404631722971192
25589,Mulm,1,mUlm,1,4,1,-4.797404853372127,4.797404853372127
25590,mulmig,2,mUlmIx,2,6,2,-5.082740569071438,5.082740569071438
25591,multidimensional,2,mUltidimEnzional,7,16,7,-9.03986144123283,9.03986144123283
25592,multilateral,2,mUltil&teral,5,12,5,-7.431054579961416,7.431054579961416
25593,Multimillionaer,2,mUltimilion)r,6,13,6,-8.908807652595266,8.908807652595266
25594,multinational,2,mUltin&=ional,6,13,6,-7.442874497371379,7.442874497371379
25595,multipel,1,mUltip@l,3,8,3,-5.847280932924901,5.847280932924901
25596,Multiplikation,2,mUltiplik&=ion,6,14,6,-5.9823735669519404,5.9823735669519404
25597,Multiplikator,2,mUltiplikatOr,5,13,5,-7.5169914251691035,7.5169914251691035
25598,multiplizieren,2,mUltipli=ir@n,5,13,5,-6.219140579191588,6.219140579191588
25599,Mumie,1,mumi@,3,5,3,-4.941226541851929,4.941226541851929
25600,mumienhaft,3,mumi@nh&ft,4,10,4,-6.549984571043534,6.549984571043534
25601,Mumifikation,2,mumifik&=ion,6,12,6,-5.468150434266109,5.468150434266109
25602,mumifizieren,2,mumifi=ir@n,5,11,5,-5.503331872149832,5.503331872149832
25603,mummen,1,mUm@n,2,5,2,-4.7479085181213465,4.7479085181213465
25604,Mumme,1,mUm@,2,4,2,-4.967240645805617,4.967240645805617
25605,mummeln,2,mUm@ln,2,6,2,-5.4009715321215035,5.4009715321215035
25606,Muemmelmann,1,mYm@lm&n,3,8,3,-7.376488087131948,7.376488087131948
25607,Muenchen,0,mYnx@n,2,6,2,-4.999981018305249,4.999981018305249
25608,muenden,1,mYnd@n,2,6,2,-4.67295103533612,4.67295103533612
25609,Mund,1,mUnt,1,4,1,-4.217263088090674,4.217263088090674
25610,Mundart,2,mUntart,2,7,2,-6.458467694253524,6.458467694253524
25611,mundartlich,2,mUntartlIx,3,10,3,-7.431606715690728,7.431606715690728
25612,Muendchen,2,mYntx@n,2,7,2,-4.890161167121218,4.890161167121218
25613,Muendel,1,mYnd@l,2,6,2,-5.526894075873084,5.526894075873084
25614,Muendelgeld,2,mYnd@lgElt,3,10,3,-7.610479473962239,7.610479473962239
25615,muendelsicher,2,mYnd@lzIx@r,4,11,4,-8.732119257487696,8.732119257487696
25616,mundfaul,2,mUntfBl,2,7,2,-5.990002025720395,5.990002025720395
25617,Mundfaeule,2,mUntfXl@,3,8,3,-6.278930377436832,6.278930377436832
25618,mundfertig,2,mUntfErtIx,3,10,3,-6.892840053271835,6.892840053271835
25619,Mundharmonika,2,mUnth&rmonika,5,13,5,-9.285405924837512,9.285405924837512
25620,Mundhoehle,2,mUnth|l@,3,8,3,-6.4795579222850765,6.4795579222850765
25621,muendig,2,mYndIx,2,6,2,-4.653084055005171,4.653084055005171
25622,Muendigkeit,2,mYndIxkWt,3,9,3,-5.106388542258996,5.106388542258996
25623,Muendigsprechung,3,mYndIxSprExUN,4,13,4,-8.354147431589102,8.354147431589102
25624,Muendlein,2,mYntlWn,2,7,2,-5.926053577728436,5.926053577728436
25625,muendlich,2,mYntlIx,2,7,2,-4.775640438485165,4.775640438485165
25626,Mundpflege,2,mUnt+leg@,3,9,3,-6.758723513377112,6.758723513377112
25627,Mundraub,2,mUntrBp,2,7,2,-6.914044807979175,6.914044807979175
25628,Mundschenk,2,mUntSENk,2,8,2,-6.963831879829249,6.963831879829249
25629,Mundstueck,2,mUntStYk,2,8,2,-5.970151210185066,5.970151210185066
25630,mundtot,2,mUnttot,2,7,2,-5.679618572983094,5.679618572983094
25631,Mundtuch,2,mUnttux,2,7,2,-5.308018097584228,5.308018097584228
25632,Muendung,2,mYndUN,2,6,2,-4.550321123758892,4.550321123758892
25633,Muendungsfeuer,3,mYndUNsfX@r,4,11,4,-9.064558622699764,9.064558622699764
25634,Mundvoll,2,mUntfOl,2,7,2,-5.720706228030395,5.720706228030395
25635,Mundwasser,2,mUntv&s@r,3,9,3,-6.205913108981486,6.205913108981486
25636,Mundwerk,2,mUntvErk,2,8,2,-5.609403746844659,5.609403746844659
25637,Mundwerkzeug,2,mUntvErk=Xk,3,11,3,-6.971900485022653,6.971900485022653
25638,Munition,0,muni=ion,4,8,4,-5.491788647308688,5.491788647308688
25639,munitionieren,2,muni=ionir@n,6,12,6,-7.042467959954993,7.042467959954993
25640,Munitionsfabrik,3,muni=ionsf&brik,6,15,6,-9.247183651295618,9.247183651295618
25641,munizipal,0,muni=ipal,4,9,4,-7.199398548413617,7.199398548413617
25642,munkeln,1,mUNk@ln,2,7,2,-5.785562567338771,5.785562567338771
25643,Munkelei,2,mUNk@lW,3,7,3,-6.731367570822299,6.731367570822299
25644,Muenster,1,mYnst@r,2,7,2,-6.05212707224412,6.05212707224412
25645,munter,1,mUnt@r,2,6,2,-5.491921402412132,5.491921402412132
25646,Munterkeit,2,mUnt@rkWt,3,9,3,-6.603036287432877,6.603036287432877
25647,muenzen,1,mYn=@n,2,6,2,-4.633440110652425,4.633440110652425
25648,Muenzamt,2,mYn=&mt,2,7,2,-5.288484648729587,5.288484648729587
25649,Muenze,1,mYn=@,2,5,2,-4.386302094231396,4.386302094231396
25650,Muenzer,2,mYn=@r,2,6,2,-5.33242767627686,5.33242767627686
25651,Muenzfernsprecher,2,mYn=fErnSprEx@r,4,15,4,-9.558515892114116,9.558515892114116
25652,Muenzgewicht,2,mYn=g@vIxt,3,10,3,-7.265097415011634,7.265097415011634
25653,Muenzkabinett,2,mYn=k&binEt,4,11,4,-6.942791035786919,6.942791035786919
25654,Muenzkunde,2,mYn=kUnd@,3,9,3,-6.0358149104545005,6.0358149104545005
25655,Muenzwesen,2,mYn=vez@n,3,9,3,-5.843405476905521,5.843405476905521
25656,Muraene,1,mur)n@,3,6,3,-5.718994910470123,5.718994910470123
25657,muerb,1,mYrp,1,4,1,-4.950107988354338,4.950107988354338
25658,muerbe,1,mYrb@,2,5,2,-5.273999499030708,5.273999499030708
25659,Muerbe,1,mYrb@,2,5,2,-5.273999499030708,5.273999499030708
25660,murksen,1,mUrks@n,2,7,2,-4.892063408494439,4.892063408494439
25661,murmeln,1,mUrm@ln,2,7,2,-5.9175769840931265,5.9175769840931265
25662,Murmel,1,mUrm@l,2,6,2,-4.782035222927646,4.782035222927646
25663,Murmeltier,2,mUrm@ltir,3,9,3,-6.772663809287097,6.772663809287097
25664,murren,1,mUr@n,2,5,2,-4.992352274738757,4.992352274738757
25665,muerrisch,2,mYrIS,2,5,2,-5.1553016291143265,5.1553016291143265
25666,Murrkopf,2,mUrkO+,2,6,2,-5.164766118372167,5.164766118372167
25667,murrkoepfig,2,mUrk/+Ix,3,8,3,-5.246942930555358,5.246942930555358
25668,Mus,1,mus,1,3,1,-4.818231335980043,4.818231335980043
25669,Muschel,1,mUS@l,2,5,2,-4.788433721919575,4.788433721919575
25670,muschelfoermig,3,mUS@lf/rmIx,4,11,4,-5.76407690995798,5.76407690995798
25671,muschelig,2,mUS@lIx,3,7,3,-5.003902186087328,5.003902186087328
25672,Muschelschale,2,mUS@lSal@,4,9,4,-6.2514247068536735,6.2514247068536735
25673,Muse,1,muz@,2,4,2,-4.641625976615533,4.641625976615533
25674,museal,2,muzeal,3,6,3,-5.2188569773025035,5.2188569773025035
25675,Muselman,1,muz@lm&n,3,8,3,-7.013314596529371,7.013314596529371
25676,Muselmanin,2,muz@lmanIn,4,10,4,-8.281170348208931,8.281170348208931
25677,Muselmann,2,muz@lm&n,3,8,3,-7.013314596529371,7.013314596529371
25678,Museum,2,muzeUm,3,6,3,-4.759967568884058,4.759967568884058
25679,museumsreif,3,muzeUmsrWf,4,10,4,-5.860498654764151,5.860498654764151
25680,Musical,0,mjuzik@l,3,8,3,-7.449719825738632,7.449719825738632
25681,Musik,1,muzik,2,5,2,-3.7382051336902307,3.7382051336902307
25682,Musikalien,3,muzikali@n,5,10,5,-6.9790015321765875,6.9790015321765875
25683,musikalisch,3,muzikalIS,4,9,4,-5.3532647588781455,5.3532647588781455
25684,Musikalitaet,3,muzik&lit)t,5,11,5,-7.0961498569756385,7.0961498569756385
25685,Musikant,2,muzik&nt,3,8,3,-5.886946350931781,5.886946350931781
25686,Musikbox,2,muzikbOks,3,9,3,-6.8069967102243245,6.8069967102243245
25687,Musiker,2,muzik@r,3,7,3,-4.748038425495944,4.748038425495944
25688,Musikerin,2,muzik@rIn,4,9,4,-6.4499100137766865,6.4499100137766865
25689,Musikgeschichte,2,muzikg@SIxt@,5,12,5,-6.719257453038319,6.719257453038319
25690,Musikhochschule,2,muzikhoxSul@,5,12,5,-6.856893131235442,6.856893131235442
25691,Musikinstrument,2,muzikInstrumEnt,5,15,5,-7.056919994256206,7.056919994256206
25692,Musikkapelle,2,muzikk&pEl@,5,11,5,-6.313649917042391,6.313649917042391
25693,Musiklehrer,3,muzikler@r,4,10,4,-7.447127176580347,7.447127176580347
25694,Musikstueck,2,muzikStYk,3,9,3,-5.635792415980395,5.635792415980395
25695,Musiktheater,2,muzikteat@r,5,11,5,-6.198040877649091,6.198040877649091
25696,Musikunterricht,2,muzikUnt@rrIxt,5,14,5,-8.565502443956467,8.565502443956467
25697,Musikverlag,2,muzikfErlak,4,11,4,-7.748348240533519,7.748348240533519
25698,musikverstaendig,2,muzikfErStEndIx,5,15,5,-8.167852257648782,8.167852257648782
25699,Musikwerk,2,muzikvErk,3,9,3,-5.797118365596279,5.797118365596279
25700,Musikwissenschaft,2,muzikvIs@nS&ft,5,14,5,-6.64133724042095,6.64133724042095
25701,musisch,2,muzIS,2,5,2,-4.889085459516175,4.889085459516175
25702,musizieren,2,muzi=ir@n,4,9,4,-6.9529444786898456,6.9529444786898456
25703,Muskat,1,mUskat,2,6,2,-5.039441630071593,5.039441630071593
25704,Muskate,2,mUskat@,3,7,3,-5.485981888220166,5.485981888220166
25705,Muskateller,2,mUsk&tEl@r,4,10,4,-8.092447671561505,8.092447671561505
25706,Muskatnuss,2,mUskatnUs,3,9,3,-5.953897235989405,5.953897235989405
25707,Muskel,1,mUsk@l,2,6,2,-4.172822588203922,4.172822588203922
25708,Muskelarbeit,2,mUsk@l&rbWt,4,11,4,-5.891587099516219,5.891587099516219
25709,Muskelfaser,2,mUsk@lfaz@r,4,11,4,-6.653230480291085,6.653230480291085
25710,Muskelkater,2,mUsk@lkat@r,4,11,4,-6.492889502182896,6.492889502182896
25711,Muskelkraft,2,mUsk@lkr&ft,3,11,3,-5.994334493946431,5.994334493946431
25712,Muskelkrampf,2,mUsk@lkr&m+,3,11,3,-6.679810806189963,6.679810806189963
25713,Muskete,0,mUsket@,3,7,3,-5.59683775385098,5.59683775385098
25714,Musketier,2,mUsketir,3,8,3,-6.692162487810643,6.692162487810643
25715,Muskulatur,2,mUskul&tur,4,10,4,-7.218290994512526,7.218290994512526
25716,muskuloes,2,mUskUl|s,3,8,3,-6.591260252616335,6.591260252616335
25717,Muesli,1,mysli,2,5,2,-5.167112826141773,5.167112826141773
25718,Muslim,0,mUslIm,2,6,2,-5.32410581754617,5.32410581754617
25719,muessen,1,mYs@n,2,5,2,-4.792558880776016,4.792558880776016
25720,Muss,1,mUs,1,3,1,-4.708524895266204,4.708524895266204
25721,Musse,1,mus@,2,4,2,-5.023424976740031,5.023424976740031
25722,Musselin,0,mUs@lin,3,7,3,-5.943583253249761,5.943583253249761
25723,muessig,2,mysIx,2,5,2,-4.579647565704006,4.579647565704006
25724,muessigen,2,mysIg@n,3,7,3,-5.207192112966451,5.207192112966451
25725,Muessiggang,2,mysIxg&N,3,8,3,-5.991382584773952,5.991382584773952
25726,Muessiggaenger,2,mysIxgEN@r,4,10,4,-6.2481732346297605,6.2481732346297605
25727,Mustang,1,mUst&N,2,6,2,-5.582999326312969,5.582999326312969
25728,mustern,1,mUst@rn,2,7,2,-4.497506524686508,4.497506524686508
25729,Muster,1,mUst@r,2,6,2,-3.9300157454063087,3.9300157454063087
25730,Musterbeispiel,2,mUst@rbWSpil,4,12,4,-8.847756845489153,8.847756845489153
25731,Musterbetrieb,2,mUst@rb@trip,4,12,4,-8.035421780086393,8.035421780086393
25732,Musterbild,2,mUst@rbIlt,3,10,3,-6.87829759420921,6.87829759420921
25733,Mustergatte,2,mUst@rg&t@,4,10,4,-8.335355612510387,8.335355612510387
25734,mustergueltig,2,mUst@rgYltIx,4,12,4,-7.328452113248023,7.328452113248023
25735,Mustergueltigkeit,2,mUst@rgYltIxkWt,5,15,5,-7.625980189433906,7.625980189433906
25736,musterhaft,2,mUst@rh&ft,3,10,3,-5.990831903306989,5.990831903306989
25737,Musterhaftigkeit,3,mUst@rh&ftIxkWt,5,15,5,-6.966259421382127,6.966259421382127
25738,Musterknabe,2,mUst@rknab@,4,11,4,-8.79224710668094,8.79224710668094
25739,Musterschueler,2,mUst@rSyl@r,4,11,4,-7.61983353719689,7.61983353719689
25740,Musterstueck,2,mUst@rStYk,3,10,3,-7.396524145725032,7.396524145725032
25741,Musterung,2,mUst@rUN,3,8,3,-5.069620676718016,5.069620676718016
25742,Musterzeichner,3,mUst@r=Wxn@r,4,12,4,-7.8141003601611,7.8141003601611
25743,Musterzeichnung,3,mUst@r=WxnUN,4,12,4,-7.168951149975189,7.168951149975189
25744,muten,1,mut@n,2,5,2,-5.071080018501859,5.071080018501859
25745,Mut,1,mut,1,3,1,-4.717592065906577,4.717592065906577
25746,Mutation,2,mut&=ion,4,8,4,-5.056409999981903,5.056409999981903
25747,muterfuellt,2,mutErfYlt,3,9,3,-6.001874649716471,6.001874649716471
25748,Mutgeld,2,mutgElt,2,7,2,-5.2781925987853295,5.2781925987853295
25749,mutieren,2,mutir@n,3,7,3,-4.945493318322396,4.945493318322396
25750,mutig,2,mutIx,2,5,2,-4.941377396985464,4.941377396985464
25751,mutlos,2,mutlos,2,6,2,-4.93471141391452,4.93471141391452
25752,Mutlosigkeit,3,mutlozIxkWt,4,11,4,-5.33269188621398,5.33269188621398
25753,mutmassen,1,mutmas@n,3,8,3,-5.626941704923922,5.626941704923922
25754,mutmasslich,2,mutmaslIx,3,9,3,-6.28823595515768,6.28823595515768
25755,Mutmassung,2,mutmasUN,3,8,3,-5.612695260027705,5.612695260027705
25756,Mutter,1,mUt@r,2,5,2,-3.8617784350917064,3.8617784350917064
25757,Mutter,1,mUt@r,2,5,2,-3.8617784350917064,3.8617784350917064
25758,Mutterboden,2,mUt@rbod@n,4,10,4,-7.736004670632965,7.736004670632965
25759,Muetterchen,2,mYt@rx@n,3,8,3,-5.467458756850624,5.467458756850624
25760,Muttererde,2,mUt@rerd@,4,9,4,-6.7701462764659235,6.7701462764659235
25761,Muttergottes,2,mUt@rgOt@s,4,10,4,-8.039676032209181,8.039676032209181
25762,Muttergottesbild,2,mUt@rgOt@sbIlt,5,14,5,-9.200671918398468,9.200671918398468
25763,Mutterherz,2,mUt@rhEr=,3,9,3,-9.382633618703201,9.382633618703201
25764,Mutterkuchen,2,mUt@rkux@n,4,10,4,-7.039353953129952,7.039353953129952
25765,Mutterland,2,mUt@rl&nt,3,9,3,-6.538571313674367,6.538571313674367
25766,Muetterlein,2,mYt@rlWn,3,8,3,-6.69841977255111,6.69841977255111
25767,muetterlich,2,mYt@rlIx,3,8,3,-5.288637309409086,5.288637309409086
25768,muetterlicherseits,4,mYt@rlIx@rzW=,5,13,5,-8.466434014559194,8.466434014559194
25769,Muetterlichkeit,2,mYt@rlIxkWt,4,11,4,-5.861172704198426,5.861172704198426
25770,Mutterliebe,2,mUt@rlib@,4,9,4,-7.755555615171651,7.755555615171651
25771,mutterlos,2,mUt@rlos,3,8,3,-6.471055871526847,6.471055871526847
25772,Muttermal,2,mUt@rmal,3,8,3,-6.402791343013904,6.402791343013904
25773,Muttermilch,2,mUt@rmIlx,3,9,3,-6.661416946553966,6.661416946553966
25774,Mutterpflanze,2,mUt@r+l&n=@,4,11,4,-6.622861170764193,6.622861170764193
25775,Mutterrecht,2,mUt@rrExt,3,9,3,-7.21357243428325,7.21357243428325
25776,Mutterschaft,2,mUt@rS&ft,3,9,3,-5.948707812057432,5.948707812057432
25777,Mutterschiff,2,mUt@rSIf,3,8,3,-6.695319193964594,6.695319193964594
25778,mutterseelenallein,3,mUt@rzelen&lWn,6,14,6,-9.439780039962749,9.439780039962749
25779,Muttersoehnchen,3,mUt@rz|nx@n,4,11,4,-7.792837941490383,7.792837941490383
25780,Muttersprache,2,mUt@rSprax@,4,11,4,-7.431444366410547,7.431444366410547
25781,Muttertag,2,mUt@rtak,3,8,3,-6.095722916857575,6.095722916857575
25782,Mutti,0,mUti,2,4,2,-4.91864636887534,4.91864636887534
25783,mutual,0,mutual,3,6,3,-5.01429625225431,5.01429625225431
25784,Mutualismus,2,mutualIsmUs,5,11,5,-5.427330858231209,5.427330858231209
25785,Mutung,2,mutUN,2,5,2,-4.804780108108652,4.804780108108652
25786,mutvoll,2,mutfOl,2,6,2,-5.038995427833251,5.038995427833251
25787,Mutwille,2,mutvIl@,3,7,3,-5.561061928843627,5.561061928843627
25788,mutwillig,2,mutvIlIx,3,8,3,-5.73701745011693,5.73701745011693
25789,mutzen,1,mU=@n,2,5,2,-5.00407382185281,5.00407382185281
25790,Muetzchen,2,mY=x@n,2,6,2,-5.186178989222162,5.186178989222162
25791,Muetze,1,mY=@,2,4,2,-4.579691771593861,4.579691771593861
25792,Muetzenschirm,3,mY=@nSIrm,3,9,3,-8.71511683091699,8.71511683091699
25793,Muetzlein,2,mY=lWn,2,6,2,-5.234087750549674,5.234087750549674
25794,Myalgie,1,mY&lgi,3,6,3,-5.408301000295409,5.408301000295409
25795,Mykologe,2,mykolog@,4,8,4,-5.956887196584283,5.956887196584283
25796,Mykologie,2,mykologi,4,8,4,-5.48939007314392,5.48939007314392
25797,myop,1,myop,2,4,2,-4.937037422718493,4.937037422718493
25798,myopisch,2,myopIS,3,6,3,-5.156697027304272,5.156697027304272
25799,Myriade,0,myriad@,4,7,4,-5.627818980014439,5.627818980014439
25800,Myrrhe,1,mYr@,2,4,2,-4.950107988354338,4.950107988354338
25801,Myrte,1,mYrt@,2,5,2,-5.284073357180721,5.284073357180721
25802,Myrtenkranz,3,mYrt@nkr&n=,3,11,3,-10.028170572753968,10.028170572753968
25803,Mysterie,1,mYsteri@,4,8,4,-6.515809360064401,6.515809360064401
25804,Mysterienspiel,3,mYsteri@nSpil,5,13,5,-8.435976455886768,8.435976455886768
25805,mysterioes,0,mYsteri|s,4,9,4,-6.771597965021263,6.771597965021263
25806,Mysterium,0,mYsteriUm,4,9,4,-5.9910263934781725,5.9910263934781725
25807,Mystifikation,2,mYstifik&=ion,6,13,6,-5.469709986733645,5.469709986733645
25808,mystifizieren,2,mYstifi=ir@n,5,12,5,-5.395815847083608,5.395815847083608
25809,Mystik,1,mYstIk,2,6,2,-5.344641502263696,5.344641502263696
25810,Mystiker,2,mYstik@r,3,8,3,-5.11721328471651,5.11721328471651
25811,mystisch,2,mYstIS,2,6,2,-5.029149577157241,5.029149577157241
25812,Mystizismus,2,mYsti=IsmUs,4,11,4,-5.523439717264425,5.523439717264425
25813,mystizistisch,2,mYsti=IstIS,4,11,4,-6.328294011257515,6.328294011257515
25814,Mythe,1,myt@,2,4,2,-4.853806938559713,4.853806938559713
25815,mythenhaft,3,myt@nh&ft,3,9,3,-6.626430434683065,6.626430434683065
25816,mythisch,2,mytIS,2,5,2,-6.175566969174927,6.175566969174927
25817,mythisieren,2,mytizir@n,4,9,4,-5.136547329211332,5.136547329211332
25818,Mythologie,2,mytologi,4,8,4,-4.735646827216616,4.735646827216616
25819,mythologisch,2,mytologIS,4,9,4,-5.005392856846636,5.005392856846636
25820,mythologisieren,2,mytologizir@n,6,13,6,-5.9490661565466425,5.9490661565466425
25821,Mythos,1,mytOs,2,5,2,-5.6893102872068635,5.6893102872068635
25822,N,1,En,1,2,1,-4.699622981677902,4.699622981677902
25823,Nabe,1,nab@,2,4,2,-4.8878830062459135,4.8878830062459135
25824,Nabel,1,nab@l,2,5,2,-4.508728565289027,4.508728565289027
25825,Nabelbinde,2,nab@lbInd@,4,10,4,-8.831720814801711,8.831720814801711
25826,Nabelbruch,2,nab@lbrUx,3,9,3,-7.383788508190571,7.383788508190571
25827,nach,1,nax,1,3,1,-4.7012228081224645,4.7012228081224645
25828,nach,1,nax,1,3,1,-4.7012228081224645,4.7012228081224645
25829,nachaeffen,2,naxEf@n,3,7,3,-5.264165353816043,5.264165353816043
25830,nachahmen,2,naxam@n,3,7,3,-4.990926882181878,4.990926882181878
25831,nachahmenswert,3,naxam@nsvert,4,12,4,-6.719025506658852,6.719025506658852
25832,Nachahmer,2,naxam@r,3,7,3,-5.358348581608304,5.358348581608304
25833,Nachahmung,2,naxamUN,3,7,3,-4.7835376387301505,4.7835376387301505
25834,nachahmungswuerdig,3,naxamUNsvYrdIx,5,14,5,-8.170878270304618,8.170878270304618
25835,Nachbar,1,n&xbar,2,6,2,-4.178245058704406,4.178245058704406
25836,Nachbardorf,2,n&xbardOrf,3,10,3,-6.681226694149243,6.681226694149243
25837,Nachbarland,2,n&xbarl&nt,3,10,3,-6.412930361350962,6.412930361350962
25838,Nachbarort,2,n&xbarOrt,3,9,3,-6.172187572465805,6.172187572465805
25839,Nachbarschaft,2,n&xbarS&ft,3,10,3,-5.949751959692867,5.949751959692867
25840,Nachbarstaat,2,n&xbarStat,3,10,3,-7.373203359818679,7.373203359818679
25841,nachbehandeln,2,naxb@h&nd@ln,4,12,4,-7.053538023125659,7.053538023125659
25842,nachbereiten,2,naxb@rWt@n,4,10,4,-6.971488015377332,6.971488015377332
25843,nachbessern,2,naxbEs@rn,3,9,3,-5.838526545547309,5.838526545547309
25844,Nachbesserung,2,naxbEs@rUN,4,10,4,-5.801268645639566,5.801268645639566
25845,nachbestellen,2,naxb@StEl@n,4,11,4,-7.05459183674917,7.05459183674917
25846,nachbeten,2,naxbet@n,3,8,3,-5.479420500296876,5.479420500296876
