,Word,CompCnt,PhonDISC,SylCnt,num_phones,num_sylls_est,remove,num_homophones,log_prob,surprisal
13110,finden,1,fInd@n,2,6,2,False,0,-4.790325077034794,4.790325077034794
13111,Finder,2,fInd@r,2,6,2,False,0,-5.126104731616652,5.126104731616652
13112,Finderlohn,2,fInd@rlon,3,9,3,False,0,-7.802952828244413,7.802952828244413
13113,findig,2,fIndIx,2,6,2,False,0,-5.215120766979454,5.215120766979454
13114,Findigkeit,2,fIndIxkWt,3,9,3,False,0,-5.668425254233279,5.668425254233279
13115,Findling,2,fIntlIN,2,7,2,False,0,-6.345565380833241,6.345565380833241
13116,Findung,2,fIndUN,2,6,2,False,0,-5.068909054785465,5.068909054785465
13117,Finesse,0,finEs@,3,6,3,False,0,-5.839819903070125,5.839819903070125
13118,fingern,1,fIN@rn,2,6,2,False,0,-4.520709588850476,4.520709588850476
13119,Finger,1,fIN@r,2,5,2,False,0,-3.9969237282189445,3.9969237282189445
13120,Fingerabdruck,2,fIN@r&pdrUk,4,11,4,False,0,-6.656945209411581,6.656945209411581
13121,fingerbreit,2,fIN@rbrWt,3,9,3,False,1,-7.630809171297783,7.630809171297783
13122,Fingerbreit,2,fIN@rbrWt,3,9,3,False,1,-7.630809171297783,7.630809171297783
13123,Fingerfertigkeit,2,fIN@rfErtIxkWt,5,14,5,False,0,-8.019815264549523,8.019815264549523
13124,Fingerglied,2,fIN@rglit,3,9,3,False,0,-7.263223891116325,7.263223891116325
13125,Fingerhut,2,fIN@rhut,3,8,3,False,0,-5.725488582354101,5.725488582354101
13126,Fingerkuppe,2,fIN@rkUp@,4,9,4,False,0,-7.451176053211054,7.451176053211054
13127,Fingerling,2,fIN@rlIN,3,8,3,False,0,-6.969397928130142,6.969397928130142
13128,Fingernagel,2,fIN@rnag@l,4,10,4,False,0,-7.512085973843951,7.512085973843951
13129,Fingerring,2,fIN@rrIN,3,8,3,False,0,-6.879148671180039,6.879148671180039
13130,Fingerspitze,2,fIN@rSpI=@,4,10,4,False,0,-7.172969928813951,7.172969928813951
13131,Fingerspitzengefuehl,3,fIN@rSpI=@ng@fyl,6,16,6,False,0,-10.820428024681439,10.820428024681439
13132,Fingeruebung,3,fIN@rybUN,4,9,4,False,0,-6.235633313722737,6.235633313722737
13133,fingieren,0,fINgir@n,3,8,3,False,0,-5.2530840594127595,5.2530840594127595
13134,Finis,0,finIs,2,5,2,False,0,-6.495727540321808,6.495727540321808
13135,Fink,1,fINk,1,4,1,False,0,-4.898853599958238,4.898853599958238
13136,Finne,0,fIn@,2,4,2,False,1,-4.918731880028365,4.918731880028365
13137,Finne,1,fIn@,2,4,2,False,1,-4.918731880028365,4.918731880028365
13138,finnig,2,fInIx,2,5,2,False,0,-5.008772839987451,5.008772839987451
13139,Finnland,0,fInl&nt,2,7,2,False,0,-5.4116728859610035,5.4116728859610035
13140,Finnlaender,0,fInlEnd@r,3,9,3,False,0,-6.134943037588148,6.134943037588148
13141,Finnwal,2,fInval,2,6,2,False,0,-5.173824110490169,5.173824110490169
13142,finster,1,fInst@r,2,7,2,False,0,-5.240530871416944,5.240530871416944
13143,finstern,1,fInst@rn,2,8,2,False,0,-5.8080216506971425,5.8080216506971425
13144,Finsterkeit,2,fInst@rkWt,3,10,3,False,0,-7.842874311198658,7.842874311198658
13145,Finsterling,2,fInst@rlIN,3,10,3,False,0,-7.9479857880042,7.9479857880042
13146,Finsternis,2,fInst@rnIs,3,10,3,False,0,-7.565867137026978,7.565867137026978
13147,Finte,1,fInt@,2,5,2,False,0,-6.143174663948102,6.143174663948102
13148,fintenreich,3,fInt@nrWx,3,9,3,False,0,-8.331720926751343,8.331720926751343
13149,finzelig,1,fIn=@lIx,3,8,3,False,0,-6.554692541471811,6.554692541471811
13150,Firlefanz,1,fIrl@f&n=,3,9,3,False,0,-6.831538802212151,6.831538802212151
13151,firmen,0,fIrm@n,2,6,2,False,0,-4.563544575530435,4.563544575530435
13152,Firma,1,fIrma,2,5,2,False,0,-4.146413253950488,4.146413253950488
13153,Firmament,0,fIrmamEnt,3,9,3,False,0,-6.37419250891814,6.37419250891814
13154,Firmenbuch,3,fIrm@nbux,3,9,3,False,0,-7.337691046931851,7.337691046931851
13155,firmeneigen,3,fIrm@nWg@n,4,10,4,False,0,-6.8652432665833585,6.8652432665833585
13156,Firmeninhaber,3,fIrm@nInhab@r,5,13,5,False,0,-8.517011334355841,8.517011334355841
13157,Firmenregister,3,fIrm@nregIst@r,5,14,5,False,0,-8.789537361877368,8.789537361877368
13158,firmieren,2,fIrmir@n,3,8,3,False,0,-4.792182997492689,4.792182997492689
13159,Firmpate,2,fIrmpat@,3,8,3,False,0,-6.473663673026446,6.473663673026446
13160,Firmpatin,2,fIrmpatIn,3,9,3,False,0,-6.18127894118096,6.18127894118096
13161,Firn,1,fIrn,1,4,1,False,0,-4.916155741395244,4.916155741395244
13162,First,1,fIrst,1,5,1,False,0,-4.8712462505139,4.8712462505139
13163,Firstbalken,2,fIrstb&lk@n,3,11,3,False,0,-7.243431630394844,7.243431630394844
13164,Firstziegel,2,fIrst=ig@l,3,10,3,False,0,-6.540816035183546,6.540816035183546
13165,fischen,1,fIS@n,2,5,2,False,0,-4.813549118388584,4.813549118388584
13166,Fisch,1,fIS,1,3,1,False,1,-4.7129263041684295,4.7129263041684295
13167,Fischadler,2,fISadl@r,3,8,3,False,0,-5.508067272511025,5.508067272511025
13168,fischaeugig,3,fISXgIx,3,7,3,False,0,-5.347016463784462,5.347016463784462
13169,Fischbein,2,fISbWn,2,6,2,False,0,-5.238418819587663,5.238418819587663
13170,Fischblase,2,fISblaz@,3,8,3,False,0,-5.928423772013431,5.928423772013431
13171,Fischchen,2,fISx@n,2,6,2,False,0,-4.993035361668757,4.993035361668757
13172,Fischer,2,fIS@r,2,5,2,False,0,-4.567183898231537,4.567183898231537
13173,Fischerboot,2,fIS@rbot,3,8,3,False,0,-5.912209739448556,5.912209739448556
13174,Fischerdorf,2,fIS@rdOrf,3,9,3,False,0,-6.660369838823499,6.660369838823499
13175,Fischerei,2,fIS@rW,3,6,3,False,0,-4.835447982844146,4.835447982844146
13176,Fischgericht,2,fISg@rIxt,3,9,3,False,0,-6.405652298783736,6.405652298783736
13177,Fischgeschaeft,2,fISg@SEft,3,9,3,False,0,-5.522203168483705,5.522203168483705
13178,Fischgraete,2,fISgr9t@,3,8,2,False,0,-5.756536445917791,5.756536445917791
13179,Fischgraetenmuster,3,fISgr9t@nmUst@r,5,15,4,False,0,-8.690449985814368,8.690449985814368
13180,Fischkonserve,2,fISkOnzErv@,4,11,4,False,0,-7.241028067037458,7.241028067037458
13181,Fischleim,2,fISlWm,2,6,2,False,0,-5.830014844753454,5.830014844753454
13182,Fischmehl,2,fISmel,2,6,2,False,0,-5.238418819587663,5.238418819587663
13183,Fischmesser,2,fISmEs@r,3,8,3,False,0,-5.664043623861852,5.664043623861852
13184,Fischrogen,2,fISrog@n,3,8,3,False,0,-6.186358848827812,6.186358848827812
13185,fiskalisch,2,fISkalIS,3,8,3,False,0,-5.368631251855528,5.368631251855528
13186,Fiskus,0,fIskUs,2,6,2,False,0,-5.494344621358909,5.494344621358909
13187,Fissur,0,fIsur,2,5,2,False,0,-5.160782538178882,5.160782538178882
13188,fisteln,1,fIst@ln,2,7,2,False,0,-6.418767955356996,6.418767955356996
13189,Fistel,1,fIst@l,2,6,2,False,0,-6.266823339905282,6.266823339905282
13190,Fistelstimme,2,fIst@lStIm@,4,11,4,False,0,-10.254307996131226,10.254307996131226
13191,Fitness,0,fItnEs,2,6,2,False,0,-5.870464785987578,5.870464785987578
13192,Fitzbohne,2,fI=bon@,3,7,3,False,0,-6.085534302406287,6.085534302406287
13193,Fitze,1,fI=@,2,4,2,False,0,-5.020795541616335,5.020795541616335
13194,fix,1,fIks,1,4,1,False,0,-4.1763879712447025,4.1763879712447025
13195,Fixativ,2,fIks&tif,3,8,3,False,0,-5.661634202924888,5.661634202924888
13196,Fixer,2,fIks@r,2,6,2,False,0,-6.238862889851946,6.238862889851946
13197,fixfertig,2,fIksfErtIx,3,10,3,False,0,-6.889960541812071,6.889960541812071
13198,fixieren,2,fIksir@n,3,8,3,False,0,-4.84923079005695,4.84923079005695
13199,Fixierbad,2,fIksirbat,3,9,3,False,0,-7.025176626608177,7.025176626608177
13200,Fixierung,2,fIksirUN,3,8,3,False,0,-5.400650552330296,5.400650552330296
13201,Fixstern,2,fIksStErn,2,9,2,False,0,-7.418098059332711,7.418098059332711
13202,Fjord,1,fjOrt,1,5,1,False,0,-5.51925379017407,5.51925379017407
13203,flach,1,fl&x,1,4,1,False,1,-4.992792152796962,4.992792152796962
13204,Flach,1,fl&x,1,4,1,False,1,-4.992792152796962,4.992792152796962
13205,Flaeche,2,flEx@,2,5,2,False,0,-4.365057837007139,4.365057837007139
13206,Flaechenausdehnung,4,flEx@nBsdenUN,5,13,5,False,0,-9.00448441120156,9.00448441120156
13207,flaechendeckend,3,fl9x@ndEk@nt,4,12,3,False,0,-8.92303905876225,8.92303905876225
13208,Flaecheninhalt,3,flEx@nInh<,4,10,3,False,0,-8.49597004819649,8.49597004819649
13209,flachfallen,2,fl&xf&l@n,3,9,3,False,0,-6.3012518805842195,6.3012518805842195
13210,Flachheit,2,fl&xhWt,2,7,2,False,0,-5.52315109864633,5.52315109864633
13211,flaechig,2,flExIx,2,6,2,False,0,-5.790756978937743,5.790756978937743
13212,Flachkopf,2,fl&xkO8,2,7,2,False,0,-5.777389817345998,5.777389817345998
13213,Flachland,2,fl&xl&nt,2,8,2,False,0,-6.040366375365534,6.040366375365534
13214,Flachlaender,2,fl&xlEnd@r,3,10,3,False,0,-6.649542008629083,6.649542008629083
13215,flachsen,1,fl&ks@n,2,7,2,False,0,-5.408575050166359,5.408575050166359
13216,Flachs,1,fl&ks,1,5,1,False,0,-5.085210491013007,5.085210491013007
13217,Fladen,1,flad@n,2,6,2,False,0,-5.342151357979679,5.342151357979679
13218,flaggen,1,fl&g@n,2,6,2,False,0,-4.963300590246533,4.963300590246533
13219,Flagge,0,fl&g@,2,5,2,False,0,-4.582850538898314,4.582850538898314
13220,flagrant,0,fl&gr&nt,2,8,2,False,0,-6.5152087532028915,6.5152087532028915
13222,Flak,1,fl&k,1,4,1,False,0,-4.8530524396942685,4.8530524396942685
13223,Flakon,0,fl&k~,2,5,2,False,0,-5.058246080454257,5.058246080454257
13224,flambieren,0,fl&mbir@n,3,9,3,False,0,-6.690519308344743,6.690519308344743
13225,Flame,0,flam@,2,5,2,False,0,-5.56740299271597,5.56740299271597
13226,Flamingo,1,fl&mINgo,3,8,3,False,0,-6.444423776232968,6.444423776232968
13227,flaemisch,0,fl9mIS,2,6,1,False,0,-5.305180687263674,5.305180687263674
13228,flammen,1,fl&m@n,2,6,2,False,0,-5.861063742010959,5.861063742010959
13229,flaemmen,1,flEm@n,2,6,2,False,0,-5.176622537081521,5.176622537081521
13230,Flamme,1,fl&m@,2,5,2,False,0,-5.097261128652817,5.097261128652817
13231,Flanell,0,fl&nEl,2,6,2,False,0,-5.659290273565737,5.659290273565737
13232,Flaneur,2,fl&n7r,2,6,1,False,0,-5.400185124435934,5.400185124435934
13233,flanieren,2,fl&nir@n,3,8,3,False,0,-5.627809764843309,5.627809764843309
13234,flanken,1,fl&Nk@n,2,7,2,False,0,-5.262221935403332,5.262221935403332
13235,Flanke,1,fl&Nk@,2,6,2,False,0,-5.587193254952364,5.587193254952364
13236,Flankenangriff,3,fl&Nk@n&ngrIf,4,13,4,False,0,-8.955712596826807,8.955712596826807
13237,flankieren,2,fl&Nkir@n,3,9,3,False,0,-6.028011929459106,6.028011929459106
13238,flanschen,1,fl&nS@n,2,7,2,False,0,-5.951053519963064,5.951053519963064
13239,flansch,1,fl&nS,1,5,1,False,0,-5.19553173572208,5.19553173572208
13240,Flaeschchen,2,flESx@n,2,7,2,False,0,-5.068834554727293,5.068834554727293
13241,Flasche,1,fl&S@,2,5,2,False,0,-4.1682718442347655,4.1682718442347655
13242,Flaschenbier,3,fl&S@nbir,3,9,3,False,0,-6.967566842035059,6.967566842035059
13243,flaschengruen,3,fl&S@ngryn,3,10,3,False,0,-7.482867640469481,7.482867640469481
13244,Flaschenhals,3,fl&S@nh&ls,3,10,3,False,0,-9.023315858835733,9.023315858835733
13245,Flaschenpost,3,fl&S@npOst,3,10,3,False,0,-7.832277984397524,7.832277984397524
13246,flattern,1,fl&t@rn,2,7,2,False,0,-5.2212446409518485,5.2212446409518485
13247,Flattergeist,2,fl&t@rgWst,3,10,3,False,0,-8.253092913701154,8.253092913701154
13248,flatterhaft,2,fl&t@rh&ft,3,10,3,False,0,-6.826970639350238,6.826970639350238
13249,Flatterhaftigkeit,3,fl&t@rh&ftIxkWt,5,15,5,False,0,-7.802398157425376,7.802398157425376
13250,flatterig,2,fl&t@rIx,3,8,3,False,0,-6.5154338652035,6.5154338652035
13251,flattieren,0,fl&tir@n,3,8,3,False,0,-6.480632034609072,6.480632034609072
13252,flattrig,2,fl&trIx,2,7,2,False,0,-5.694979068653409,5.694979068653409
13253,flau,1,flB,1,3,1,False,0,-4.722964905987677,4.722964905987677
13254,Flauheit,2,flBhWt,2,6,2,False,0,-5.069798224622931,5.069798224622931
13255,Flaum,0,flBm,1,4,1,False,0,-4.784462508923621,4.784462508923621
13256,Flaumacher,2,flBm&x@r,3,8,3,False,0,-5.742984458648708,5.742984458648708
13257,flaumig,2,flBmIx,2,6,2,False,0,-5.069798224622932,5.069798224622932
13258,flaumweich,2,flBmvWx,2,7,2,False,0,-5.608829707980701,5.608829707980701
13259,Flausch,1,flBS,1,4,1,False,0,-4.838070139886934,4.838070139886934
13260,flauschig,2,flBSIx,2,6,2,False,0,-5.2086878868988675,5.2086878868988675
13261,Flause,1,flBz@,2,5,2,False,0,-5.560998599211896,5.560998599211896
13262,Flausenmacher,3,flBz@nm&x@r,4,11,4,False,0,-9.510147307998398,9.510147307998398
13263,Flaute,2,flBt@,2,5,2,False,0,-6.058014280541789,6.058014280541789
13264,flechten,1,flExt@n,2,7,2,False,0,-5.214599269462104,5.214599269462104
13265,Flechte,2,flExt@,2,6,2,False,0,-5.483388523612044,5.483388523612044
13266,Flechter,2,flExt@r,2,7,2,False,0,-5.258687963368477,5.258687963368477
13267,Flechtwerk,2,flExtvErk,2,9,2,False,0,-6.806925689555324,6.806925689555324
13268,flecken,1,flEk@n,2,6,2,False,0,-4.96628965718974,4.96628965718974
13269,Fleck,1,flEk,1,4,1,False,0,-4.221187915073811,4.221187915073811
13270,Fleckchen,2,flEkx@n,2,7,2,False,0,-5.532925377868023,5.532925377868023
13271,fleckenlos,3,flEk@nlos,3,9,3,False,0,-6.508992865817797,6.508992865817797
13272,Fleckenlosigkeit,3,flEk@nlozIxkWt,5,14,5,False,0,-7.034997996886543,7.034997996886543
13273,fleckig,2,flEkIx,2,6,2,False,0,-5.101915940995758,5.101915940995758
13274,Fleckigkeit,2,flEkIxkWt,3,9,3,False,0,-6.127108987624966,6.127108987624966
13275,Flecktyphus,2,flEktyfUs,3,9,3,False,0,-6.593468969365865,6.593468969365865
13276,fleddern,1,flEd@rn,2,7,2,False,0,-5.085099347886205,5.085099347886205
13277,Fledermaus,1,fled@rmBs,3,9,3,False,0,-8.61209231755835,8.61209231755835
13278,flegeln,1,fleg@ln,2,7,2,False,0,-6.187298492751332,6.187298492751332
13279,Flegel,1,fleg@l,2,6,2,False,0,-5.848211517434429,5.848211517434429
13280,flegelhaft,2,fleg@lh&ft,3,10,3,False,0,-7.2583138044885605,7.2583138044885605
13281,Flegelhaftigkeit,3,fleg@lh&ftIxkWt,5,15,5,False,0,-8.233741322563699,8.233741322563699
13282,flegelig,2,fleg@lIx,3,8,3,False,0,-7.1167245324175585,7.1167245324175585
13283,flehen,1,fle@n,2,5,2,False,0,-4.611639560834418,4.611639560834418
13284,flehentlich,3,fle@ntlIx,3,9,3,False,0,-6.6058628494159946,6.6058628494159946
13285,Fleisch,1,flWS,1,4,1,False,0,-3.8773355404597347,3.8773355404597347
13286,Fleischbruehe,2,flWSbry@,3,8,3,False,0,-6.050914551993068,6.050914551993068
13287,Fleischer,2,flWS@r,2,6,2,False,0,-5.328599120377735,5.328599120377735
13288,Fleischerei,2,flWS@rW,3,7,3,False,0,-5.354289559643867,5.354289559643867
13289,Fleischeslust,3,flWS@slUst,3,10,3,False,0,-6.273796706209258,6.273796706209258
13290,fleischfarbig,2,flWSf&rbIx,3,10,3,False,0,-6.043165768099436,6.043165768099436
13291,Fleischgericht,2,flWSg@rIxt,3,10,3,False,0,-6.747071698593304,6.747071698593304
13292,fleischig,2,flWSIx,2,6,2,False,0,-5.47229515820178,5.47229515820178
13293,fleischlich,2,flWSlIx,2,7,2,False,0,-5.749305910235492,5.749305910235492
13294,fleischlos,2,flWSlos,2,7,2,False,0,-5.658370638164063,5.658370638164063
13295,Fleischvergiftung,3,flWSfErgIftUN,4,13,4,False,0,-7.763403068604293,7.763403068604293
13296,Fleischwunde,2,flWSvUnd@,3,9,3,False,0,-6.4065398552723245,6.4065398552723245
13297,Fleiss,1,flWs,1,4,1,False,0,-4.761472144449195,4.761472144449195
13298,fleissig,2,flWsIx,2,6,2,False,0,-5.097126732501195,5.097126732501195
13299,flektieren,0,flEktir@n,3,9,3,False,0,-5.709598463504302,5.709598463504302
13300,flektierbar,2,flEktirbar,3,10,3,False,0,-7.233819882688185,7.233819882688185
13301,flennen,1,flEn@n,2,6,2,False,0,-5.148114834560928,5.148114834560928
13302,fletschen,1,flEtS@n,2,7,2,False,0,-5.42109653027233,5.42109653027233
13303,flexibel,0,flEksib@l,3,9,3,False,0,-5.990481333134409,5.990481333134409
13304,Flexibilitaet,2,flEksibilit9t,5,13,4,False,0,-6.398084214589129,6.398084214589129
13305,flicken,1,flIk@n,2,6,2,False,0,-4.62696109871779,4.62696109871779
13306,Flickarbeit,2,flIk&rbWt,3,9,3,False,0,-6.257919160915645,6.257919160915645
13307,Flicker,2,flIk@r,2,6,2,False,0,-5.713758049715756,5.713758049715756
13308,Flickerei,2,flIk@rW,3,7,3,False,0,-5.871001616424021,5.871001616424021
13309,Flickwerk,2,flIkvErk,2,8,2,False,0,-5.907174733844507,5.907174733844507
13310,Flieder,1,flid@r,2,6,2,False,0,-5.96905874070157,5.96905874070157
13311,fliederfarbig,2,flid@rf&rbIx,4,12,4,False,0,-7.948221901811993,7.948221901811993
13312,fliegen,1,flig@n,2,6,2,False,0,-4.086919800932942,4.086919800932942
13313,Fliege,2,flig@,2,5,2,False,0,-4.942506252150058,4.942506252150058
13314,Fliegenfaenger,4,flig@nfEN@r,4,11,4,False,0,-7.366505486998341,7.366505486998341
13315,Fliegenfenster,3,flig@nfEnst@r,4,13,4,False,0,-8.716740208266991,8.716740208266991
13316,Fliegengewicht,3,flig@ng@vIxt,4,12,4,False,0,-8.297129860120103,8.297129860120103
13317,Fliegenpilz,3,flig@npIl=,3,10,3,False,0,-6.903427635277882,6.903427635277882
13318,Flieger,2,flig@r,2,6,2,False,0,-5.225971425987501,5.225971425987501
13319,Fliegerangriff,2,flig@r&ngrIf,4,12,4,False,0,-8.55158323999816,8.55158323999816
13320,Fliegerei,2,flig@rW,3,7,3,False,0,-6.529174300828407,6.529174300828407
13321,fliehen,1,fli@n,2,5,2,False,0,-4.842233062942787,4.842233062942787
13322,fliehend,1,fli@nt,2,6,2,False,0,-6.0203548039638,6.0203548039638
13323,fliesen,1,fliz@n,2,6,2,False,0,-5.21268117943757,5.21268117943757
13324,Fliese,1,fliz@,2,5,2,False,0,-4.765700194360298,4.765700194360298
13325,Fliesenleger,4,fliz@nleg@r,4,11,4,False,0,-8.740873885951427,8.740873885951427
13326,fliessen,1,flis@n,2,6,2,False,0,-4.402155292581659,4.402155292581659
13327,Fliessband,2,flisb&nt,2,8,2,False,0,-6.474319942840501,6.474319942840501
13328,flimmern,1,flIm@rn,2,7,2,False,0,-5.5128471237416665,5.5128471237416665
13329,Flimmer,1,flIm@r,2,6,2,False,0,-4.884982292007511,4.884982292007511
13330,Flimmerkiste,2,flIm@rkIst@,4,11,4,False,0,-8.967614740527415,8.967614740527415
13331,flink,1,flINk,1,5,1,False,0,-6.1525916701298815,6.1525916701298815
13332,Flinkheit,2,flINkhWt,2,8,2,False,0,-7.104931835859861,7.104931835859861
13333,Flint,1,flInt,1,5,1,False,0,-4.634002643080313,4.634002643080313
13334,Flinte,2,flInt@,2,6,2,False,0,-6.16292006586912,6.16292006586912
13335,Flintenkugel,3,flInt@nkug@l,4,12,4,False,0,-8.921612165037914,8.921612165037914
13336,Flintenschuss,3,flInt@nSUs,3,10,3,False,0,-9.07691068987057,9.07691068987057
13337,Flintglas,0,flIntglas,2,9,2,False,0,-6.5131462366346815,6.5131462366346815
13338,flirren,1,flIr@n,2,6,2,False,0,-5.035753688895774,5.035753688895774
13339,Flirt,0,flIrt,1,5,1,False,0,-5.0312082461732155,5.0312082461732155
13340,Flitter,1,flIt@r,2,6,2,False,0,-5.0198886333019015,5.0198886333019015
13341,Flitterglanz,2,flIt@rgl&n=,3,11,3,False,0,-8.375239325475096,8.375239325475096
13342,Flittergold,2,flIt@rgOlt,3,10,3,False,0,-8.739795869283476,8.739795869283476
13343,Flitterstaat,2,flIt@rStat,3,10,3,False,0,-7.804856053570942,7.804856053570942
13344,flitzen,1,flI=@n,2,6,2,False,0,-5.133495881701633,5.133495881701633
13345,Flitzbogen,2,flI=bog@n,3,9,3,False,0,-5.699759426522368,5.699759426522368
13346,flocken,1,flOk@n,2,6,2,False,0,-4.912211557130587,4.912211557130587
13347,Flocke,1,flOk@,2,5,2,False,0,-4.901922274368358,4.901922274368358
13348,flockenfoermig,4,flOk@nf/rmIx,4,12,4,False,0,-6.358137626669351,6.358137626669351
13349,Floh,1,flo,1,3,1,False,0,-4.722964905987677,4.722964905987677
13350,floehen,1,fl7@n,2,5,1,False,0,-5.146170331798037,5.146170331798037
13351,Flohzirkus,2,flo=IrkUs,3,9,3,False,0,-6.959516312996244,6.959516312996244
13352,Flor,1,flor,1,4,1,False,0,-4.643578332437484,4.643578332437484
13353,Flora,1,flora,2,5,2,False,0,-5.147646656835319,5.147646656835319
13354,Florband,2,florb&nt,2,8,2,False,0,-5.8259581315570985,5.8259581315570985
13355,Florentiner,0,florEntin@r,4,11,4,False,0,-8.643226390838,8.643226390838
13356,Florett,0,florEt,2,6,2,False,0,-5.61194544672511,5.61194544672511
13357,florieren,0,florir@n,3,8,3,False,0,-5.368610945743904,5.368610945743904
13358,Florist,0,florIst,2,7,2,False,0,-5.634714664049442,5.634714664049442
13359,Floskel,0,flOsk@l,2,7,2,False,0,-5.037852055933736,5.037852055933736
13360,floskelhaft,2,flOsk@lh&ft,3,11,3,False,0,-6.281472351048016,6.281472351048016
13361,Floss,1,flos,1,4,1,False,0,-4.764948423424637,4.764948423424637
13362,floessbar,2,fl7sbar,2,7,1,False,0,-5.426740755796745,5.426740755796745
13363,Flosse,1,flOs@,2,5,2,False,0,-5.340457044414237,5.340457044414237
13364,Floete,0,fl7t@,2,5,1,False,0,-4.393497838378558,4.393497838378558
13365,Floetenblaeser,3,fl7t@nbl9z@r,4,12,2,False,0,-8.505814164645928,8.505814164645928
13366,floetengehen,3,fl7t@nge@n,4,10,3,False,0,-6.7726196904287,6.7726196904287
13367,Floetenton,3,fl7t@nton,3,9,2,False,0,-7.950972749893486,7.950972749893486
13368,flotieren,0,flotir@n,3,8,3,False,0,-5.29571732139876,5.29571732139876
13369,Floetist,2,fl7tIst,2,7,1,False,0,-5.744337482646116,5.744337482646116
13370,flott,1,flOt,1,4,1,False,0,-4.569002205504502,4.569002205504502
13371,Flotte,1,flOt@,2,5,2,False,0,-4.736797462190792,4.736797462190792
13372,flottieren,2,flOtir@n,3,8,3,False,0,-5.364689000092248,5.364689000092248
13373,Flottille,0,flOtIlj@,3,8,3,False,0,-6.138784346348,6.138784346348
13374,flottmachen,2,flOtm&x@n,3,9,3,False,0,-5.776382598073405,5.776382598073405
13375,flottweg,2,flOtvEk,2,7,2,False,0,-5.78599750204021,5.78599750204021
13376,fluchen,1,flux@n,2,6,2,False,0,-4.956126028502855,4.956126028502855
13377,Fluch,1,flux,1,4,1,False,0,-4.788654297458042,4.788654297458042
13378,Flucher,2,flux@r,2,6,2,False,0,-5.421527926007578,5.421527926007578
13379,fluechten,1,flYxt@n,2,7,2,False,0,-5.780349606368831,5.780349606368831
13380,Flucht,1,flUxt,1,5,1,False,0,-4.100424305025524,4.100424305025524
13381,fluchtartig,3,flUxtartIx,3,10,3,False,0,-5.97288681646201,5.97288681646201
13382,Fluchtgeschwindigkeit,2,flUxtg@SvIndIxkWt,5,17,5,False,0,-8.91083015001825,8.91083015001825
13383,fluechtig,2,flYxtIx,2,7,2,False,0,-4.392927939392567,4.392927939392567
13384,Fluechtigkeit,2,flYxtIxkWt,3,10,3,False,0,-4.915692501845834,4.915692501845834
13385,Fluechtigkeitsfehler,3,flYxtIxkW=fel@r,5,15,5,False,0,-8.250048526618675,8.250048526618675
13386,Fluechtling,2,flYxtlIN,2,8,2,False,0,-6.303371305373982,6.303371305373982
13387,Fluechtlingslager,3,flYxtlINslag@r,4,14,4,False,0,-9.509806719801956,9.509806719801956
13388,Fluchtlinie,2,flUxtlini@,4,10,4,False,0,-6.087080520186067,6.087080520186067
13389,fluchtverdaechtig,2,flUxtfErdExtIx,4,14,4,False,0,-8.26166337491862,8.26166337491862
13390,Fluchtversuch,2,flUxtfErzux,3,11,3,False,0,-7.4250611371965585,7.4250611371965585
13391,Fluchtweg,2,flUxtvek,2,8,2,False,0,-5.98420662548696,5.98420662548696
13392,fluchwuerdig,2,fluxvYrdIx,3,10,3,False,0,-5.939914343074533,5.939914343074533
13393,Flug,1,fluk,1,4,1,False,0,-3.890802301880539,3.890802301880539
13394,Flugabwehr,2,fluk&pver,3,9,3,False,0,-6.264102293520221,6.264102293520221
13395,Flugbahn,2,flukban,2,7,2,False,0,-5.463302569939734,5.463302569939734
13396,Flugblatt,2,flukbl&t,2,8,2,False,0,-5.673775470373551,5.673775470373551
13397,fluegeln,1,flyg@ln,2,7,2,False,0,-5.154567390844696,5.154567390844696
13398,Fluegel,1,flyg@l,2,6,2,False,0,-5.105311551730238,5.105311551730238
13399,Fluegelschlag,2,flyg@lSlak,3,10,3,False,0,-7.67663579072859,7.67663579072859
13400,Flugfunk,2,flukfUNk,2,8,2,False,0,-6.351376036862529,6.351376036862529
13401,Fluggast,2,flukg&st,2,8,2,False,0,-6.389173657842941,6.389173657842941
13402,fluegge,1,flYg@,2,5,2,False,0,-5.128442615761161,5.128442615761161
13403,Flughafen,2,flukhaf@n,3,9,3,False,0,-6.019580884245475,6.019580884245475
13404,Fluglinie,2,fluklini@,4,9,4,False,0,-5.58466710951527,5.58466710951527
13405,Flugloch,2,fluklOx,2,7,2,False,0,-5.463302569939733,5.463302569939733
13406,Flugplan,2,flukplan,2,8,2,False,0,-5.7791753423399514,5.7791753423399514
13407,Flugplatz,2,flukpl&=,2,8,2,False,0,-5.702502169472578,5.702502169472578
13408,Flugpost,2,flukpOst,2,8,2,False,0,-6.441400204769672,6.441400204769672
13409,Flugreise,2,flukrWz@,3,8,3,False,0,-6.471342071822396,6.471342071822396
13410,flugs,2,flUks,1,5,1,False,0,-5.734927655711318,5.734927655711318
13411,Flugsand,2,flukz&nt,2,8,2,False,0,-6.1520603698307985,6.1520603698307985
13412,Flugstunde,2,flukStUnd@,3,10,3,False,0,-6.337384015450327,6.337384015450327
13413,Flugtechnik,2,fluktExnIk,3,10,3,False,0,-6.138567540422827,6.138567540422827
13414,Flugverkehr,2,flukfErker,3,10,3,False,0,-7.4290045910178435,7.4290045910178435
